Id,Last
1,9423786871937
2,724386485639
4,3169
5,365
6,-46
9,1461
10,6291826442026718
12,123101689459398567526400
14,186306242731163106406301696
17,49014533006928849666048
19,9826
22,32850275642
25,279
27,-124775379855526814810112
29,1152
30,94
31,138
32,-178168387
33,-427762
37,-3501
38,253908173617399637530903534632960
39,109889596
42,222753867
43,163514007459434596401152
45,2
47,-1064539
48,-12873
50,1530875621
54,233
55,150
56,5948806742218899456000
58,158
60,661288688832035072
62,3
68,519
70,34304520942
71,274
74,-27784
78,46987839209565
79,158
80,2043625049579
81,10318847741036310036480
83,-0
84,87353651437234
85,-1050947
87,79837067227929120
88,-0
90,94797660718596
93,160612915887186935808
96,143
97,559350
98,6386
99,10859805035026405518525578870784
101,51864289510797399468649687837294198784
103,-242104051977
106,4
114,333
115,37022
116,10
117,3
120,786
121,323633023066469236736
122,-59
124,267786602
125,639
127,19
128,675
129,63544359821929531572224
131,4787
138,23
140,64623
142,283
143,-225488657184846675968
144,17621444
145,1792693391590588
146,-4019220963
148,188973655772947271385088
151,2198597694435530445334478061568
153,839
154,-754457
156,-146102113752255887977742336
157,311
161,842991
169,1645981
170,4083
172,205
173,188
175,53530211855785224
180,69
182,-92574
183,87
184,8338326928748001
187,420
189,13664718858202875166720
191,2226
193,663
194,3025278498
195,-0
196,226255039
197,133
199,108
200,266030444746404672412057600
201,-207195342938794
206,-23273454013780
207,133275555207167552
209,10011
214,80538332509081206784
216,251
218,-13384730219905454704689152
228,235
230,457
231,32011748881452
232,-535705
233,-1
234,21674135088
235,710
236,4874
239,7076618108
240,2398
243,474408685557
247,-12537798
248,5205095647232130
250,-625687
252,175609276232555
253,21
257,384366568158060
260,204
261,2844
265,435
267,1677204868737606656
269,24
270,30
273,15415777696068315136
274,3
279,72
281,-481
283,4506173524358030848
285,92441028605
287,90487
291,9594228188303696850521425969152
292,-153556375907462
301,6729981403104891895808
307,125971016493570900099072
309,92763805728600407860869857280
312,3827
314,25655038973630246392522910757585682432
316,2201412
321,8157647767688685203737208596530724864
322,5
324,2147435055
325,-716338168
330,6
331,5790
333,-2
337,499989914471808704
338,602
341,3093074390
342,89912139
343,14847843046483090057324874694656
344,14
345,328888314838855296
346,2738197813237
348,47
349,78502725752
351,-631
353,-533377630509
355,815249889210511104
356,882
357,1
358,16832773
360,-9
362,2340713273904846848
363,17773363046832174464172507033315049472
364,-934722
365,149058
367,-128674
368,51139978771118680
369,3
370,-2625680
371,4815595436527442722816
375,105
376,110
380,2150
381,180
382,627
383,94
384,223
385,1
388,2753
389,198738083025984928
390,50915982643960467949214498816
391,26587978762832376353207390522094833893376
393,-19
396,1179
397,-2119697
398,77
399,-0
401,2629
402,1895569735559583
404,9814447092623655043072
405,1752714869089240576
407,-0
409,24
411,5090299160905067
412,58
413,-9514337
414,147260
416,106930
417,1
418,296968001657474496
419,73587330
422,377605613
423,8927979690732962185216
424,51855996676
427,11145
432,69445252941311
433,140
435,171142644423
440,4550
442,1
445,-110352678664907629002752
446,132
449,343
450,1180611
452,21269568068135015287881728
453,366712637073038966784
454,563013584643253
456,71723015768651
457,-2398325143
459,85
460,-5179926089
462,20308713474225053173284864
465,82
468,17723697433999464448
471,1937746905274
472,35024909406265397248
473,13372972
474,247257008910929536
476,868
478,-57860129
480,9
481,8577419919
482,233
484,1
485,-64
487,16
488,6384560648909785890029568
489,683
491,531
493,163721
495,1019373997660055168
496,134
497,8642
498,124192179
500,122
501,1180
504,21919479296263
507,4210276247
508,113
509,4
512,945953351572154880
513,3238
514,505
522,2072300926888556288
523,637
524,699
527,2685
528,694437
529,2
530,31685604828834632
531,32
532,-0
536,-1040
537,1
538,84
539,-0
542,355
543,64916415
544,30637788206291664
545,282181558091668416
547,75
548,47035289705774
550,261248
551,6
552,396061059254
553,319473078
560,20569
561,-970034919329
562,1431
563,-2759235415162
564,4631054478839248896
565,70562385217441
567,348016065655484048211968
570,2254
573,1080
574,67904005355229449942598235207467865735168
575,1137186
576,10
577,34
580,-260
583,87
586,7612453907875058302320640
587,1
591,-18075174
593,993
594,5322001001
596,251525669932202400
599,27
600,342
603,158661748358
605,544
607,2348
613,265
616,146370
617,16291128200737793215438350116756649401461968164581011357696
625,878404015365151506038784
626,37
629,2033309130
633,19465110
635,170931449728922720
636,361
639,-64316715
640,290548
642,511257371592381538867161946313350796085479579093072609280
647,1847
648,260451652731794656
649,1654236229479616
650,383714539494
652,726846368
654,587861149870077834690560
656,342278103
663,7544500724708709317595201798144
665,145
666,138
668,390633597631511037739008
670,65501
672,7
673,24839184187744734462745772032
675,1242
676,2200
677,761960
679,4862
680,112958274
681,1
684,163998952805705734684672
685,33105311
687,1003015505958
688,-10402776447230
690,6335342659267614720
691,1
695,379
699,1159
701,12
702,35
703,386022
708,14918854275
709,40374718693949184
710,14
711,7908597456281202
712,328468504970985875122769359215901815078912
715,201108002026378928062464
716,125
717,520
719,142
720,20398084890546
723,-153857091
724,1901
725,136
726,2554
727,781289764033447298099838976
728,50483528
736,1265398427
739,-63544
740,91658379499998880
741,4
742,35238570098192283598848
743,3
745,1
748,2339
749,-84664
751,88
752,-424
753,767
754,6936460242552774656
755,4333584207
757,-30
758,8
760,5184
761,1075190309397084032
762,2055
