Id,Last
1,0
2,0
4,172
5,414
6,71
9,1453
10,0
12,0
14,0
17,0
19,9739
22,0
25,111
27,0
29,0
30,100
31,131
32,0
33,0
37,216
38,0
39,0
42,0
43,0
45,2
47,0
48,0
50,0
54,0
55,0
56,0
58,151
60,0
62,2
68,468
70,-134217728
71,256
74,0
78,0
79,160
80,0
81,0
83,3
84,0
85,0
87,0
88,0
90,0
93,0
96,139
97,0
98,0
99,0
101,0
103,0
106,3
114,329
115,0
116,57
117,2
120,781
121,0
122,144
124,0
125,4336
127,9
128,693
129,0
131,4793
138,0
140,19364
142,327
143,0
144,0
145,0
146,0
148,0
151,0
153,727
154,465120
156,0
157,302
161,225
169,0
170,750
172,211
173,188
175,0
180,81
182,0
183,136
184,0
187,487
189,0
191,2215
193,656
194,0
195,0
196,0
197,129
199,109
200,0
201,0
206,0
207,0
209,9587
214,0
216,257
218,0
228,234
230,444
231,0
232,0
233,1
234,0
235,677
236,4881
239,0
240,0
243,0
247,0
248,0
250,0
252,0
253,12
257,0
260,1
261,2939
265,5
267,0
269,21
270,70
273,0
274,9
279,64
281,25
283,0
285,0
287,0
291,0
292,0
301,0
307,0
309,0
312,3896
314,0
316,0
321,0
322,3
324,0
325,0
330,7
331,0
333,2
337,0
338,674
341,0
342,0
343,0
344,0
345,0
346,0
348,0
349,0
351,108
353,0
355,0
356,1093
357,0
358,0
360,3
362,0
363,0
364,0
365,0
367,0
368,0
369,3
370,1
371,0
375,102
376,148
380,0
381,179
382,0
383,788
384,236
385,9
388,2646
389,0
390,0
391,0
393,8
396,1095
397,5833286
398,0
399,-1
401,2612
402,0
404,0
405,0
407,1
409,13
411,0
412,0
413,0
414,100000
416,0
417,0
418,0
419,0
422,0
423,0
424,0
427,0
432,0
433,138
435,0
440,0
442,1
445,0
446,129
449,346
450,0
452,0
453,0
454,0
456,0
457,0
459,8
460,0
462,0
465,81
468,0
471,0
472,0
473,0
474,0
476,878
478,0
480,3
481,0
482,77
484,0
485,382
487,0
488,0
489,636
491,132
493,5202
495,0
496,130
497,44
498,0
500,220
501,0
504,0
507,0
508,114
509,4
512,0
513,2717
514,504
522,0
523,637
524,0
527,2897
528,0
529,2
530,0
531,6
532,1
536,9
