"Id","Last"
3,0
7,0
8,2621440
11,0
13,3167221297608348623853211
15,25
16,0
18,0
20,0
21,0
23,0
24,0
26,9
28,0
34,0
35,908
36,0
40,0
41,510
44,10
46,0
49,0
51,0
52,7964
53,0
57,89
59,0
61,0
63,0
64,0
65,0
66,0
67,0
69,0
72,1342810
73,0
75,0
76,1073741766
77,14
82,0
86,0
89,832966693180608098
91,12494651387941
92,0
94,32787
95,0
100,0
102,0
104,9
105,900
107,110
108,0
109,63
110,0
111,0
112,589
113,1
118,0
119,20
123,0
126,0
130,0
132,0
133,0
134,0
135,0
136,19320
137,0
139,0
141,0
147,5321
149,0
150,0
152,0
155,60415263063373835637355132068513997507264512000000000
158,0
159,0
160,0
162,0
163,-87
164,167
165,0
166,0
167,4395160
168,0
171,15
174,0
176,3
177,-4
178,550
179,0
181,25764
185,737934265297535399095759790734250470286844982779183104
186,62
188,0
190,0
192,0
198,0
202,0
203,-1
204,144
205,3330
208,0
210,63
211,0
212,0
213,0
215,0
217,0
219,963
220,0
221,88
222,15
223,0
224,3
225,13
226,0
227,0
229,0
237,158
238,0
241,0
242,494
244,0
245,0
246,5
249,0
251,20
254,0
255,0
256,0
258,0
259,0
262,0
263,0
264,0
266,0
268,9
271,0
272,0
275,28
276,0
277,733
278,0
280,0
282,1044
284,0
286,5054
288,8742
289,0
290,0
293,1011055165330462462330165055011001
294,0
295,0
296,672
297,5
298,0
299,0
300,14
302,9
303,0
304,29
305,0
306,17
308,0
310,352
311,0
313,0
315,0
317,4
318,59604644775390620
319,0
320,0
323,0
326,0
327,8
328,393030144
329,0
332,0
334,0
335,0
336,0
339,0
340,0
347,16736
350,0
352,12233
354,5
359,14696
361,0
366,108
372,0
373,241
374,0
377,0
378,2
379,0
386,1956
387,0
392,81709082401
394,16
395,10
400,1630436461403549
403,3
406,0
408,0
410,0
415,3
420,256824983560183350949
421,14
425,0
426,0
428,0
429,0
430,180
431,0
434,1329
436,1059110761804
437,-34
438,0
439,1
441,3681
443,0
444,7
447,-6
448,2824295364810
451,2
455,0
458,8
461,6045062400
463,270532608
464,0
466,5
467,0
469,0
470,-2
475,0
477,0
479,0
483,143359158054297
486,0
490,0
492,281
494,28
499,1
502,0
503,0
505,109461497917277584513
506,-97
510,0
511,124
515,383
516,0
517,0
518,56
519,0
520,0
521,23
525,0
526,0
533,0
534,0
535,145
540,0
541,0
546,251450283274373326080
549,282
554,0
555,0
556,0
557,0
558,1246704751477586336415744
559,455
566,0
568,0
569,0
571,3459600
572,3
578,611
579,27
581,5472
582,0
584,1296
585,0
588,0
589,0
590,262156
592,0
595,3
597,1591
598,0
601,0
602,0
604,3
606,0
608,1
609,9
610,2
611,6
612,2383
614,4269
615,0
618,0
619,4
620,0
621,1238
622,0
623,0
624,0
627,0
628,0
630,0
631,0
632,0
634,0
637,160
638,0
641,0
643,0
644,0
645,40
646,87
651,0
653,4360
655,0
657,0
658,24719733780
659,9
660,116
661,0
662,0
664,0
667,409
669,0
671,281
674,0
678,0
682,0
683,0
686,0
689,229
692,2341
693,0
694,23298085122493
696,0
697,0
698,9
700,0
704,1200
705,0
706,0
707,0
713,0
714,0
718,0
721,760
722,4501
729,0
730,0
731,0
732,0
733,0
734,7
735,9
737,131
738,0
744,0
746,6
747,62
750,0
756,0
759,0
764,0
766,1659
770,0
771,0
775,0
776,0
777,0
780,0
784,0
785,0
786,0
789,13
790,44
792,0
793,0
794,19
796,0
797,1339
801,0
803,1732
804,0
805,0
807,0
809,0
810,10059470
813,0
816,0
817,5
820,2686
823,0
824,4
826,0
827,0
828,1814400
829,0
830,0
831,0
832,1509
833,0
834,0
842,0
843,45722880
847,0
848,0
850,1014
853,0
854,7
857,0
858,1266
859,1732
862,0
863,0
865,0
870,0
873,0
874,0
875,0
876,0
881,0
883,715
884,0
886,21
888,0
889,0
891,10
893,101
894,0
895,1655
899,205364
905,0
909,-293
910,34
911,2984247295
912,0
917,0
920,125
923,158236
924,18190
926,80
930,0
931,0
932,0
933,0
934,1302
935,0
937,15
938,0
939,0
945,0
948,0
949,0
951,0
954,0
956,0
958,232
959,0
962,8952
963,1064
965,0
966,501
968,122
970,238
971,6412
972,12897
973,5148
975,283
976,0
977,0
978,0
979,70598524928
980,2
981,103
982,8
983,0
984,0
987,329
989,-2422452
990,0
992,69
995,0
996,0
997,395
999,0
1003,70
1007,26452835
1008,0
1012,0
1015,0
1016,2443
1022,886
1023,1394
1025,0
1028,1079
1032,5
1036,0
1037,5832
1038,0
1042,0
1043,0
1050,0
1052,0
1053,0
1054,32
1055,0
1056,0
1058,325
1061,16693282
1062,1360
1064,0
1065,0
1066,351
1068,2776
1069,0
1070,139
1071,0
1072,0
1073,82720755783423343562004
1074,0
1075,101
1076,0
1077,107822
1078,0
1079,125
1080,0
1082,0
1083,900610946612241479594721
1086,0
1091,13
1098,26262626
1100,18
1101,0
1102,0
1103,0
1105,828
1107,0
1109,0
1110,0
1113,0
1114,7
1115,0
1116,233
1117,323
1120,0
1124,180
1125,0
1126,30954
1127,0
1128,137
1129,0
1131,0
1136,0
1138,512
1139,1774081
1141,0
1144,-25
1146,0
1147,61866420601442
1149,0
1150,0
1151,140
1152,138732780504824441212466218401792
1154,49088018090474496
1155,0
1157,2274175129650490655343530419392413
1159,0
1160,9
1162,0
1163,0
1164,2366
1166,0
1168,0
1169,0
1171,1278
1172,0
1173,0
1176,0
1179,0
1181,188
1182,476
1183,4500
1185,0
1186,65
1187,5215826854185424804687500
1189,0
1192,-4
1195,0
1197,0
1199,0
1203,117
1207,0
1208,3
1210,177
1211,0
1212,0
1214,42
1215,0
1217,0
1218,0
1219,0
1220,1
1222,1
1223,0
1224,0
1226,317
1229,0
1231,2
1232,1
1234,0
1235,485
1236,0
1238,0
1241,0
1244,16
1250,222600715
1251,0
1252,0
1253,153
1257,0
1258,0
1259,3
1260,510546096054804164100096
1262,0
1263,765
1265,407
1270,0
1272,0
1274,0
1275,0
1276,0
1278,0
1279,0
1280,1
1282,0
1283,0
1288,0
1289,0
1290,0
1291,0
1292,400
1294,9
1295,1055
1300,1
1301,0
1302,52776558133248
1303,1
1307,0
1309,0
1310,7
1315,0
1316,0
1317,0
1319,-2
1320,0
1321,15162
1322,0
1323,0
1325,0
1327,0
1328,0
1329,2037924146961424298477538
1331,0
1332,0
1333,0
1334,0
1335,0
1337,10011
1339,639
1340,0
1343,0
1349,0
1352,0
1354,25211936
1355,0
1359,0
1360,0
1361,0
1362,22999326827236998048840050
1364,0
1365,11045
1366,1
1367,145
1368,0
1369,1
1370,0
1372,0
1373,0
1374,0
1375,17043457
1377,203394
1380,22022
1381,0
1383,0
1385,0
1388,0
1390,0
1394,58
1395,0
1397,0
1398,0
1401,0
1402,0
1405,0
1410,0
1411,3
1414,18835
1419,0
1420,0
1423,0
1424,0
1428,0
1429,0
1430,0
1432,0
1434,9099
1436,0
1439,0
1441,113131313131313
1443,33
1445,51090942171709440231
1446,748679473641
1450,0
1452,38
1453,0
1455,0
1458,5215826854185424804687500
1462,1
1464,105553116266496
1465,0
1466,631
1468,0
1470,0
1471,79869999842655731711
1472,0
1473,0
1474,303
1475,0
1480,0
1481,4
1482,1
1483,0
1484,297
1485,0
1488,0
1492,0
1493,343
1494,8
1495,0
1496,0
1500,0
1501,0
1504,183
1505,0
1506,3
1507,0
1508,0
1512,0
1514,0
1516,774840978
1517,0
1518,0
1519,71
1520,3
1521,0
1522,90
1525,0
1530,911115
1533,0
1534,225
1535,0
1536,0
1538,2015
1542,0
1545,0
1548,1847807
1549,73
1552,0
1553,19807
1554,0
1556,0
1557,-55
1558,0
1560,134
1562,0
1568,0
1569,0
1570,0
1571,102181884343418879999
1573,11499
1575,0
1578,181
1579,3107
1580,0
1582,0
1583,17519701731179274506880
1585,0
1588,0
1589,0
1591,0
1592,0
1593,10737342
1595,0
1597,63246047
1600,0
1601,28
1602,1
1603,22
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1611,0
1612,0
1613,0
1617,0
1620,115
1623,5
1625,0
1626,0
1629,0
1630,0
1634,7
1635,0
1636,157
1639,0
1640,0
1641,102
1642,137499
1644,32669300067140567040
1649,0
1651,0
1656,0
1658,0
1659,1200
1660,445480469
1664,0
1665,0
1666,0
1667,0
1669,0
1671,301
1673,2
1676,3
1679,0
1682,5
1683,351843720888320
1689,1
1690,0
1691,1
1693,0
1694,54482152508
1695,0
1703,0
1704,0
1706,0
1711,0
1712,0
1715,1
1718,0
1719,0
1724,0
1725,11331
1726,4
1728,0
1732,204
1733,7
1735,0
1736,0
1738,2
1739,7
1745,3307330976350208
1746,-54
1748,4
1750,0
1752,0
1754,18
1760,133
1763,11
1764,6
1766,0
1767,7
1768,10
1771,0
1772,0
1773,0
1774,0
1775,0
1778,11
1780,56
1782,0
1785,0
1786,2482341
1788,0
1789,0
1793,24
1794,4
1797,0
1801,1260
1802,25
1803,0
1807,0
1809,0
1811,0
1813,2390761
1814,0
1816,0
1817,17179869184
1819,17652
1823,0
1825,0
1826,0
